,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
3969,3,30000,1600,2,Carpet Area,Hyderabad,Semi-Furnished,3
3970,2,7000,800,2,Super Area,Hyderabad,Unfurnished,1
3971,3,25000,1600,2,Super Area,Hyderabad,Furnished,3
3972,1,9000,500,1,Super Area,Hyderabad,Unfurnished,1
3973,3,16000,1500,2,Carpet Area,Hyderabad,Furnished,3
3974,1,10500,650,1,Super Area,Hyderabad,Semi-Furnished,1
3975,4,100000,3300,0,Carpet Area,Hyderabad,Semi-Furnished,4
3976,2,9000,1200,0,Super Area,Hyderabad,Unfurnished,2
3977,2,11000,800,2,Super Area,Hyderabad,Semi-Furnished,2
3978,3,24000,1200,1,Super Area,Hyderabad,Semi-Furnished,4
3979,2,12000,1000,2,Super Area,Hyderabad,Unfurnished,1
3980,2,20000,1600,1,Super Area,Hyderabad,Unfurnished,3
3981,2,24000,1200,1,Carpet Area,Hyderabad,Furnished,2
3982,2,12000,1100,2,Super Area,Hyderabad,Semi-Furnished,2
3983,3,12000,1250,2,Carpet Area,Hyderabad,Semi-Furnished,3
3984,2,10000,1100,0,Carpet Area,Hyderabad,Unfurnished,2
3985,2,45000,1600,1,Super Area,Hyderabad,Furnished,2
3986,2,22000,1000,2,Super Area,Hyderabad,Semi-Furnished,2
3987,1,6500,455,2,Super Area,Hyderabad,Unfurnished,1
3988,3,40000,1473,23,Super Area,Hyderabad,Furnished,2
3989,5,300000,4050,0,Super Area,Hyderabad,Unfurnished,4
3990,1,4000,400,0,Super Area,Hyderabad,Unfurnished,1
3991,2,12000,1300,1,Super Area,Hyderabad,Semi-Furnished,2
3992,4,27000,2520,2,Carpet Area,Hyderabad,Semi-Furnished,5
3993,1,10000,500,2,Super Area,Hyderabad,Furnished,1
3994,2,10000,200,0,Super Area,Hyderabad,Unfurnished,1
3995,2,10000,1200,0,Super Area,Hyderabad,Unfurnished,2
3996,3,18000,1950,2,Super Area,Hyderabad,Semi-Furnished,3
3997,1,14500,500,2,Carpet Area,Hyderabad,Semi-Furnished,1
3998,1,9000,500,3,Super Area,Hyderabad,Unfurnished,3
3999,2,14000,1150,1,Super Area,Hyderabad,Furnished,2
4000,2,18000,242,0,Super Area,Hyderabad,Unfurnished,2
4001,2,9500,720,5,Carpet Area,Hyderabad,Semi-Furnished,2
4002,3,49000,1800,19,Super Area,Hyderabad,Unfurnished,3
4003,1,9000,450,1,Super Area,Hyderabad,Semi-Furnished,1
4004,2,130000,130,1,Super Area,Hyderabad,Unfurnished,2
4005,2,8000,690,2,Super Area,Hyderabad,Unfurnished,2
4006,2,13000,1000,2,Super Area,Hyderabad,Furnished,2
4007,3,18000,1500,0,Super Area,Hyderabad,Semi-Furnished,2
4008,3,18000,1150,0,Super Area,Hyderabad,Semi-Furnished,3
4009,3,32000,1783,1,Super Area,Hyderabad,Semi-Furnished,2
4010,2,15000,900,1,Super Area,Hyderabad,Unfurnished,2
4011,3,35000,1725,2,Super Area,Hyderabad,Furnished,3
4012,1,6000,680,0,Carpet Area,Hyderabad,Unfurnished,1
4013,1,9000,550,2,Super Area,Hyderabad,Semi-Furnished,1
4014,2,9500,1290,1,Super Area,Hyderabad,Semi-Furnished,2
4015,2,12500,1450,0,Super Area,Hyderabad,Semi-Furnished,2
4016,2,25000,1300,3,Super Area,Hyderabad,Semi-Furnished,2
4017,2,15000,1450,2,Super Area,Hyderabad,Semi-Furnished,2
4018,3,38000,1496,10,Carpet Area,Hyderabad,Semi-Furnished,2
4019,3,20000,1850,1,Super Area,Hyderabad,Semi-Furnished,2
4020,3,15000,1600,2,Carpet Area,Hyderabad,Semi-Furnished,3
4021,3,130000,3500,3,Carpet Area,Hyderabad,Semi-Furnished,3
4022,3,27000,1850,5,Super Area,Hyderabad,Semi-Furnished,3
4023,2,16000,1210,3,Super Area,Hyderabad,Unfurnished,2
4024,2,13000,1400,0,Super Area,Hyderabad,Semi-Furnished,2
4025,2,10000,950,0,Super Area,Hyderabad,Semi-Furnished,2
4026,2,10000,878,3,Super Area,Hyderabad,Semi-Furnished,2
4027,2,17000,875,2,Super Area,Hyderabad,Unfurnished,2
4028,2,12500,300,3,Super Area,Hyderabad,Furnished,2
4029,3,25000,1800,4,Super Area,Hyderabad,Furnished,3
4030,3,35000,1956,1,Super Area,Hyderabad,Semi-Furnished,3
4031,2,12000,800,2,Super Area,Hyderabad,Unfurnished,1
4032,2,12000,1175,5,Super Area,Hyderabad,Unfurnished,2
4033,2,15000,1080,3,Super Area,Hyderabad,Semi-Furnished,2
4034,3,45000,1955,1,Super Area,Hyderabad,Unfurnished,3
4035,2,20000,950,1,Super Area,Hyderabad,Unfurnished,2
4036,2,15000,800,2,Super Area,Hyderabad,Unfurnished,2
4037,2,10000,1090,2,Super Area,Hyderabad,Unfurnished,2
4038,3,15000,1450,2,Carpet Area,Hyderabad,Semi-Furnished,3
4039,2,19800,1070,3,Carpet Area,Hyderabad,Semi-Furnished,2
4040,2,8500,60,3,Super Area,Hyderabad,Unfurnished,2
4041,4,130000,3133,14,Carpet Area,Hyderabad,Furnished,5
4042,1,8500,900,2,Carpet Area,Hyderabad,Unfurnished,1
4043,1,4500,60,1,Super Area,Hyderabad,Semi-Furnished,1
4044,2,9000,600,3,Super Area,Hyderabad,Unfurnished,2
4045,1,13000,750,3,Carpet Area,Hyderabad,Semi-Furnished,1
4046,2,18000,900,2,Super Area,Hyderabad,Unfurnished,2
4047,3,26000,1800,2,Carpet Area,Hyderabad,Semi-Furnished,3
4048,1,17000,470,3,Super Area,Hyderabad,Furnished,1
4049,2,9000,720,1,Super Area,Hyderabad,Unfurnished,2
4050,1,8000,450,0,Super Area,Hyderabad,Unfurnished,1
4051,2,10000,600,7,Super Area,Hyderabad,Unfurnished,2
4052,2,12000,1100,1,Super Area,Hyderabad,Unfurnished,2
4053,2,14000,1300,3,Super Area,Hyderabad,Unfurnished,2
4054,2,25000,1500,0,Super Area,Hyderabad,Semi-Furnished,2
4055,2,22000,1200,4,Super Area,Hyderabad,Furnished,2
4056,4,45000,3000,3,Super Area,Hyderabad,Semi-Furnished,4
4057,3,20000,2000,1,Carpet Area,Hyderabad,Semi-Furnished,3
4058,2,16000,800,2,Super Area,Hyderabad,Unfurnished,2
4059,3,35000,1000,3,Carpet Area,Hyderabad,Semi-Furnished,3
4060,2,15000,1200,2,Super Area,Hyderabad,Unfurnished,2
4061,1,5500,400,1,Super Area,Hyderabad,Unfurnished,1
4062,3,35000,1250,4,Carpet Area,Hyderabad,Unfurnished,2
4063,1,14000,700,5,Carpet Area,Hyderabad,Semi-Furnished,1
4064,2,25000,1100,1,Super Area,Hyderabad,Furnished,2
4065,4,36000,2050,1,Super Area,Hyderabad,Semi-Furnished,2
4066,2,20000,1428,4,Super Area,Hyderabad,Semi-Furnished,2
4067,3,30000,1700,3,Carpet Area,Hyderabad,Furnished,3
4068,2,12000,1140,2,Super Area,Hyderabad,Semi-Furnished,2
4069,2,16000,1000,2,Super Area,Hyderabad,Semi-Furnished,2
4070,2,13000,1160,3,Super Area,Hyderabad,Unfurnished,2
4071,3,22000,3000,3,Carpet Area,Hyderabad,Furnished,2
4072,1,15000,450,1,Super Area,Hyderabad,Unfurnished,1
4073,3,14000,1540,2,Super Area,Hyderabad,Unfurnished,2
4074,2,8000,1000,2,Super Area,Hyderabad,Semi-Furnished,2
4075,3,57000,1417,7,Carpet Area,Hyderabad,Furnished,3
4076,3,1200,2100,1,Carpet Area,Hyderabad,Furnished,3
4077,2,8000,550,4,Carpet Area,Hyderabad,Unfurnished,1
4078,3,15000,1600,1,Super Area,Hyderabad,Semi-Furnished,3
4079,2,17000,1200,4,Super Area,Hyderabad,Furnished,2
4080,2,12000,500,1,Super Area,Hyderabad,Furnished,2
4081,3,25000,1300,0,Carpet Area,Hyderabad,Semi-Furnished,2
4082,2,13000,600,1,Super Area,Hyderabad,Unfurnished,1
4083,3,35000,1565,1,Carpet Area,Hyderabad,Furnished,3
4084,1,6500,350,2,Super Area,Hyderabad,Unfurnished,1
4085,2,11000,1100,1,Super Area,Hyderabad,Unfurnished,2
4086,2,25000,1200,1,Super Area,Hyderabad,Semi-Furnished,2
4087,3,35000,2000,1,Super Area,Hyderabad,Furnished,3
4088,3,27000,2200,3,Super Area,Hyderabad,Semi-Furnished,3
4089,3,18000,1400,2,Super Area,Hyderabad,Unfurnished,3
4090,3,20000,1950,5,Super Area,Hyderabad,Semi-Furnished,3
4091,2,8500,130,1,Carpet Area,Hyderabad,Unfurnished,2
4092,2,14000,1300,0,Super Area,Hyderabad,Semi-Furnished,2
4093,3,35000,1675,5,Super Area,Hyderabad,Unfurnished,3
4094,2,16000,1135,3,Super Area,Hyderabad,Semi-Furnished,2
4095,3,20000,1800,3,Super Area,Hyderabad,Unfurnished,2
4096,3,18000,1400,1,Super Area,Hyderabad,Furnished,3
4097,4,140000,3698,16,Carpet Area,Hyderabad,Semi-Furnished,5
4098,2,10000,950,0,Super Area,Hyderabad,Unfurnished,2
4099,2,12000,650,1,Super Area,Hyderabad,Unfurnished,2
4100,1,5300,100,3,Carpet Area,Hyderabad,Semi-Furnished,1
4101,2,11000,950,2,Carpet Area,Hyderabad,Unfurnished,2
4102,2,12000,1000,1,Carpet Area,Hyderabad,Unfurnished,2
4103,2,12000,900,3,Carpet Area,Hyderabad,Semi-Furnished,1
4104,3,20000,1800,7,Carpet Area,Hyderabad,Semi-Furnished,3
4105,2,13000,1000,2,Super Area,Hyderabad,Unfurnished,2
4106,3,22000,1800,2,Super Area,Hyderabad,Semi-Furnished,3
4107,2,15000,1000,2,Super Area,Hyderabad,Semi-Furnished,2
4108,1,5400,450,1,Super Area,Hyderabad,Unfurnished,1
4109,3,16500,1771,2,Super Area,Hyderabad,Unfurnished,3
4110,2,12000,1150,4,Carpet Area,Hyderabad,Furnished,2
4111,2,8500,1000,2,Super Area,Hyderabad,Semi-Furnished,2
4112,2,14000,1050,2,Carpet Area,Hyderabad,Semi-Furnished,2
4113,3,15000,1500,2,Carpet Area,Hyderabad,Unfurnished,2
4114,2,6000,750,1,Super Area,Hyderabad,Unfurnished,2
4115,2,14000,1100,0,Super Area,Hyderabad,Semi-Furnished,2
4116,2,15000,800,0,Super Area,Hyderabad,Unfurnished,2
4117,3,37000,150,1,Carpet Area,Hyderabad,Unfurnished,3
4118,1,6500,750,2,Super Area,Hyderabad,Unfurnished,1
4119,2,10000,600,2,Super Area,Hyderabad,Unfurnished,1
4120,2,12000,1080,2,Super Area,Hyderabad,Semi-Furnished,2
4121,2,12000,1100,3,Super Area,Hyderabad,Unfurnished,2
4122,2,9000,750,2,Super Area,Hyderabad,Semi-Furnished,2
4123,3,60000,2405,10,Super Area,Hyderabad,Semi-Furnished,4
4124,2,18000,1248,4,Carpet Area,Hyderabad,Semi-Furnished,2
4125,2,14000,1110,2,Carpet Area,Hyderabad,Semi-Furnished,2
4126,3,50000,2300,2,Carpet Area,Hyderabad,Semi-Furnished,3
4127,2,17000,1000,3,Carpet Area,Hyderabad,Furnished,2
4128,2,9000,800,4,Super Area,Hyderabad,Unfurnished,2
4129,4,80000,3115,3,Super Area,Hyderabad,Furnished,5
4130,1,7500,500,1,Super Area,Hyderabad,Unfurnished,1
4131,2,14000,950,5,Carpet Area,Hyderabad,Unfurnished,2
4132,2,14000,1374,2,Super Area,Hyderabad,Semi-Furnished,2
4133,1,10000,1300,0,Carpet Area,Hyderabad,Furnished,1
4134,2,17000,1150,5,Super Area,Hyderabad,Furnished,2
4135,1,6500,450,2,Carpet Area,Hyderabad,Semi-Furnished,1
4136,2,10000,927,3,Super Area,Hyderabad,Semi-Furnished,2
4137,3,22000,1500,4,Super Area,Hyderabad,Unfurnished,3
4138,2,15000,1200,1,Super Area,Hyderabad,Unfurnished,2
4139,2,12000,1200,0,Super Area,Hyderabad,Semi-Furnished,2
4140,3,52000,2800,16,Carpet Area,Hyderabad,Furnished,3
4141,1,6500,562,3,Super Area,Hyderabad,Unfurnished,1
4142,2,20000,1500,1,Super Area,Hyderabad,Semi-Furnished,2
4143,3,25000,1950,0,Super Area,Hyderabad,Semi-Furnished,3
4144,3,14000,1360,3,Super Area,Hyderabad,Furnished,2
4145,3,25000,1800,1,Super Area,Hyderabad,Semi-Furnished,3
4146,2,12500,950,2,Super Area,Hyderabad,Semi-Furnished,2
4147,2,12000,780,3,Carpet Area,Hyderabad,Unfurnished,2
4148,1,10000,500,1,Super Area,Hyderabad,Semi-Furnished,1
4149,2,17000,1050,3,Super Area,Hyderabad,Semi-Furnished,2
4151,3,65000,1800,0,Carpet Area,Hyderabad,Semi-Furnished,3
4152,3,60000,1800,14,Carpet Area,Hyderabad,Unfurnished,3
4153,3,45000,1900,4,Carpet Area,Hyderabad,Semi-Furnished,3
4154,2,10500,1100,3,Super Area,Hyderabad,Unfurnished,2
4155,2,9000,200,2,Super Area,Hyderabad,Unfurnished,1
4156,3,20000,1400,3,Super Area,Hyderabad,Semi-Furnished,3
4157,2,20000,1200,2,Carpet Area,Hyderabad,Semi-Furnished,2
4158,3,18000,1600,2,Super Area,Hyderabad,Furnished,3
4159,2,12000,1150,2,Super Area,Hyderabad,Semi-Furnished,2
4160,2,12000,130,2,Super Area,Hyderabad,Unfurnished,2
4161,4,120000,3800,1,Carpet Area,Hyderabad,Semi-Furnished,4
4162,3,28000,1720,4,Super Area,Hyderabad,Semi-Furnished,3
4163,1,6000,500,1,Super Area,Hyderabad,Unfurnished,1
4164,2,12500,1200,2,Super Area,Hyderabad,Unfurnished,2
4165,4,31000,2400,2,Super Area,Hyderabad,Semi-Furnished,4
4166,2,7000,800,3,Super Area,Hyderabad,Furnished,2
4167,2,22000,1300,4,Super Area,Hyderabad,Semi-Furnished,2
4168,2,17500,1400,4,Super Area,Hyderabad,Furnished,2
4169,2,14000,650,1,Super Area,Hyderabad,Unfurnished,2
4170,2,9500,103,2,Super Area,Hyderabad,Unfurnished,2
4171,1,7000,950,1,Super Area,Hyderabad,Semi-Furnished,1
4172,3,15000,1500,3,Super Area,Hyderabad,Unfurnished,3
4173,3,15000,1550,5,Carpet Area,Hyderabad,Unfurnished,2
4174,2,10000,140,2,Super Area,Hyderabad,Unfurnished,2
4175,3,14000,1800,1,Super Area,Hyderabad,Unfurnished,2
4176,4,85000,2550,2,Carpet Area,Hyderabad,Semi-Furnished,4
4177,1,5500,500,0,Super Area,Hyderabad,Unfurnished,1
4178,2,14000,800,0,Super Area,Hyderabad,Semi-Furnished,2
4179,2,10000,800,1,Super Area,Hyderabad,Semi-Furnished,2
4180,2,10000,1300,2,Super Area,Hyderabad,Unfurnished,2
4181,2,13000,600,2,Super Area,Hyderabad,Unfurnished,2
4182,3,20000,1000,2,Super Area,Hyderabad,Unfurnished,3
4183,3,25000,1000,1,Carpet Area,Hyderabad,Semi-Furnished,3
4184,1,7500,500,2,Super Area,Hyderabad,Semi-Furnished,1
4185,1,200000,8000,0,Super Area,Hyderabad,Unfurnished,10
4186,2,12000,1100,2,Carpet Area,Hyderabad,Unfurnished,2
4187,2,9500,1100,0,Carpet Area,Hyderabad,Unfurnished,2
4188,2,12000,200,1,Carpet Area,Hyderabad,Unfurnished,2
4189,2,10000,1800,2,Super Area,Hyderabad,Unfurnished,2
4190,2,8000,190,1,Super Area,Hyderabad,Furnished,2
4191,3,16000,1350,1,Super Area,Hyderabad,Unfurnished,2
4192,2,12333,1200,0,Super Area,Hyderabad,Unfurnished,2
4193,1,9500,400,3,Carpet Area,Hyderabad,Unfurnished,1
4194,2,16000,1200,0,Super Area,Hyderabad,Semi-Furnished,2
4195,3,20000,1400,4,Super Area,Hyderabad,Semi-Furnished,3
4196,3,14000,1300,2,Carpet Area,Hyderabad,Unfurnished,3
4197,1,7500,400,2,Carpet Area,Hyderabad,Unfurnished,1
4198,1,13900,650,1,Super Area,Hyderabad,Unfurnished,1
4199,1,5500,500,2,Super Area,Hyderabad,Unfurnished,1
4200,2,9000,875,4,Super Area,Hyderabad,Semi-Furnished,2
4201,1,4700,850,3,Super Area,Hyderabad,Unfurnished,2
4202,3,30000,1730,7,Super Area,Hyderabad,Semi-Furnished,3
4203,3,16500,1500,2,Carpet Area,Hyderabad,Semi-Furnished,3
4204,3,24000,1600,4,Carpet Area,Hyderabad,Semi-Furnished,3
4205,2,9500,900,1,Super Area,Hyderabad,Unfurnished,2
4206,2,12000,925,2,Super Area,Hyderabad,Semi-Furnished,2
4207,2,15000,1500,2,Super Area,Hyderabad,Unfurnished,2
4208,3,22500,1600,1,Carpet Area,Hyderabad,Semi-Furnished,3
4209,3,32000,1300,2,Carpet Area,Hyderabad,Semi-Furnished,3
4210,2,10000,1200,0,Super Area,Hyderabad,Semi-Furnished,2
4211,2,13000,133,1,Super Area,Hyderabad,Semi-Furnished,2
4212,2,7000,950,0,Super Area,Hyderabad,Unfurnished,2
4213,3,12000,1200,3,Super Area,Hyderabad,Semi-Furnished,3
4214,2,7500,950,1,Super Area,Hyderabad,Unfurnished,2
4215,2,15000,1095,4,Super Area,Hyderabad,Semi-Furnished,2
4216,1,8000,400,3,Super Area,Hyderabad,Unfurnished,1
4217,3,25000,2210,4,Super Area,Hyderabad,Semi-Furnished,3
4218,3,26000,1450,4,Super Area,Hyderabad,Semi-Furnished,2
4219,3,15000,192,2,Super Area,Hyderabad,Semi-Furnished,3
4220,1,3000,80,0,Super Area,Hyderabad,Semi-Furnished,1
4221,2,12500,1315,0,Super Area,Hyderabad,Semi-Furnished,2
4222,3,42000,1600,2,Carpet Area,Hyderabad,Semi-Furnished,3
4223,2,20000,1450,2,Super Area,Hyderabad,Semi-Furnished,2
4224,3,40000,1900,2,Carpet Area,Hyderabad,Semi-Furnished,3
4225,3,45000,2600,2,Carpet Area,Hyderabad,Semi-Furnished,3
4226,1,8500,450,0,Super Area,Hyderabad,Unfurnished,2
4227,2,15000,1000,4,Super Area,Hyderabad,Semi-Furnished,2
4228,2,9000,100,2,Super Area,Hyderabad,Unfurnished,2
4229,2,14000,1100,0,Super Area,Hyderabad,Unfurnished,2
4230,2,11000,1200,2,Super Area,Hyderabad,Unfurnished,2
4231,2,10000,1400,2,Super Area,Hyderabad,Unfurnished,2
4232,3,55000,2000,0,Carpet Area,Hyderabad,Semi-Furnished,3
4233,2,10000,1070,2,Carpet Area,Hyderabad,Unfurnished,2
4234,2,25000,1450,3,Carpet Area,Hyderabad,Unfurnished,2
4235,2,27000,1230,1,Super Area,Hyderabad,Furnished,2
4236,2,12000,1000,0,Super Area,Hyderabad,Semi-Furnished,3
4237,2,16000,1200,1,Super Area,Hyderabad,Unfurnished,2
4238,2,8000,150,0,Super Area,Hyderabad,Unfurnished,2
4239,2,14000,850,4,Super Area,Hyderabad,Semi-Furnished,2
4240,2,10000,1300,0,Super Area,Hyderabad,Unfurnished,2
4241,4,150000,4761,14,Super Area,Hyderabad,Semi-Furnished,5
4242,2,16000,1250,1,Super Area,Hyderabad,Semi-Furnished,2
4243,1,6000,100,2,Super Area,Hyderabad,Unfurnished,1
4244,3,26000,1550,4,Carpet Area,Hyderabad,Unfurnished,2
4245,2,13000,1300,2,Carpet Area,Hyderabad,Unfurnished,2
4246,3,28000,1600,5,Carpet Area,Hyderabad,Semi-Furnished,2
4247,2,8500,1200,0,Super Area,Hyderabad,Unfurnished,3
4248,2,12500,1200,2,Super Area,Hyderabad,Semi-Furnished,2
4249,3,25000,1970,5,Super Area,Hyderabad,Semi-Furnished,3
4250,2,10000,650,4,Carpet Area,Hyderabad,Unfurnished,2
4251,2,12000,1000,4,Super Area,Hyderabad,Unfurnished,3
4252,3,15000,1500,1,Super Area,Hyderabad,Unfurnished,3
4253,2,6000,1250,0,Super Area,Hyderabad,Unfurnished,2
4254,3,30000,1940,1,Carpet Area,Hyderabad,Semi-Furnished,3
4255,2,18000,700,7,Carpet Area,Hyderabad,Unfurnished,2
4256,2,8500,700,2,Super Area,Hyderabad,Semi-Furnished,1
4257,2,7500,100,1,Super Area,Hyderabad,Unfurnished,2
4258,1,12000,300,2,Super Area,Hyderabad,Semi-Furnished,1
4259,2,15000,980,3,Super Area,Hyderabad,Semi-Furnished,2
4260,2,15500,800,2,Super Area,Hyderabad,Semi-Furnished,2
4261,3,20000,1250,2,Super Area,Hyderabad,Unfurnished,2
4262,2,11000,1000,0,Carpet Area,Hyderabad,Semi-Furnished,2
4263,2,15000,1000,0,Super Area,Hyderabad,Unfurnished,2
4264,3,17000,1800,0,Carpet Area,Hyderabad,Unfurnished,3
4265,3,20000,2000,1,Carpet Area,Hyderabad,Semi-Furnished,3
4266,3,20000,1500,1,Super Area,Hyderabad,Semi-Furnished,3
4267,2,12000,1050,3,Super Area,Hyderabad,Unfurnished,3
4268,2,25000,1100,1,Super Area,Hyderabad,Furnished,2
4269,2,11500,1000,2,Carpet Area,Hyderabad,Semi-Furnished,2
4270,2,6500,700,2,Super Area,Hyderabad,Unfurnished,2
4271,1,10000,750,1,Super Area,Hyderabad,Unfurnished,1
4272,1,6000,450,2,Super Area,Hyderabad,Unfurnished,1
4273,3,14000,1000,1,Super Area,Hyderabad,Unfurnished,2
4274,3,34000,1500,2,Carpet Area,Hyderabad,Semi-Furnished,3
4275,2,15000,1550,0,Super Area,Hyderabad,Furnished,2
4276,2,20000,1450,2,Super Area,Hyderabad,Semi-Furnished,2
4277,2,9500,650,3,Carpet Area,Hyderabad,Unfurnished,2
4278,2,10000,650,3,Carpet Area,Hyderabad,Unfurnished,2
4279,3,30000,1500,5,Carpet Area,Hyderabad,Semi-Furnished,3
4280,2,13000,900,2,Super Area,Hyderabad,Furnished,2
4281,3,45000,1645,8,Carpet Area,Hyderabad,Semi-Furnished,3
4282,2,8000,600,4,Super Area,Hyderabad,Unfurnished,2
4283,2,25000,1250,0,Super Area,Hyderabad,Semi-Furnished,2
4284,2,12000,1300,1,Carpet Area,Hyderabad,Semi-Furnished,2
4285,2,19000,1000,1,Carpet Area,Hyderabad,Semi-Furnished,2
4286,3,22000,1500,4,Super Area,Hyderabad,Semi-Furnished,3
4287,2,15000,1150,4,Super Area,Hyderabad,Semi-Furnished,2
4288,2,15000,110,2,Super Area,Hyderabad,Semi-Furnished,2
4289,2,10000,103,0,Super Area,Hyderabad,Unfurnished,2
4290,2,10000,1050,4,Carpet Area,Hyderabad,Unfurnished,2
4291,2,7000,60,1,Super Area,Hyderabad,Unfurnished,2
4292,2,15000,1170,2,Super Area,Hyderabad,Unfurnished,2
4293,2,9500,167,0,Super Area,Hyderabad,Unfurnished,2
4294,1,6500,500,2,Super Area,Hyderabad,Semi-Furnished,1
4295,1,10000,600,0,Super Area,Hyderabad,Unfurnished,1
4296,1,8000,600,1,Super Area,Hyderabad,Unfurnished,1
4297,1,3300,200,0,Super Area,Hyderabad,Unfurnished,1
4298,2,12000,600,1,Super Area,Hyderabad,Unfurnished,1
4299,2,20000,900,2,Super Area,Hyderabad,Semi-Furnished,2
4300,2,12000,800,0,Super Area,Hyderabad,Unfurnished,2
4301,3,20000,1000,2,Carpet Area,Hyderabad,Semi-Furnished,2
4302,3,70000,3200,11,Carpet Area,Hyderabad,Semi-Furnished,3
4303,2,10000,1400,0,Super Area,Hyderabad,Furnished,2
4304,1,8500,550,0,Super Area,Hyderabad,Unfurnished,1
4305,1,8000,540,4,Carpet Area,Hyderabad,Unfurnished,1
4306,1,8000,400,0,Super Area,Hyderabad,Unfurnished,1
4307,2,13000,1225,2,Super Area,Hyderabad,Unfurnished,2
4308,3,15500,1430,1,Carpet Area,Hyderabad,Furnished,2
4309,2,30000,1200,2,Super Area,Hyderabad,Furnished,2
4310,2,10000,1197,0,Super Area,Hyderabad,Unfurnished,2
4311,2,18000,1150,2,Carpet Area,Hyderabad,Semi-Furnished,2
4312,1,12000,500,4,Super Area,Hyderabad,Semi-Furnished,1
4313,2,9000,1200,0,Carpet Area,Hyderabad,Semi-Furnished,2
4314,1,6000,500,2,Super Area,Hyderabad,Semi-Furnished,2
4315,3,32000,1600,3,Super Area,Hyderabad,Furnished,3
4316,2,36000,1100,1,Super Area,Hyderabad,Furnished,2
4317,2,17000,1220,1,Super Area,Hyderabad,Semi-Furnished,2
4318,3,20000,1500,2,Super Area,Hyderabad,Furnished,3
4319,1,9000,500,4,Super Area,Hyderabad,Unfurnished,1
4320,2,9500,850,2,Super Area,Hyderabad,Unfurnished,2
4321,2,7000,1000,2,Super Area,Hyderabad,Unfurnished,2
4322,3,17000,100,1,Carpet Area,Hyderabad,Unfurnished,3
4323,2,19500,1140,0,Super Area,Hyderabad,Furnished,2
4324,2,25000,1100,2,Super Area,Hyderabad,Furnished,2
4325,3,14000,1400,3,Super Area,Hyderabad,Semi-Furnished,2
4326,2,16000,1350,3,Super Area,Hyderabad,Semi-Furnished,2
4327,2,15000,180,0,Carpet Area,Hyderabad,Unfurnished,2
4328,2,13000,1250,2,Super Area,Hyderabad,Unfurnished,2
4329,2,12000,1300,2,Super Area,Hyderabad,Unfurnished,2
4330,2,12000,840,2,Super Area,Hyderabad,Unfurnished,2
4331,2,7500,1200,1,Super Area,Hyderabad,Semi-Furnished,2
4332,2,13000,700,3,Super Area,Hyderabad,Furnished,2
4333,4,52000,2700,11,Super Area,Hyderabad,Furnished,4
4334,2,22000,1100,1,Carpet Area,Hyderabad,Furnished,2
4335,2,18000,1000,0,Carpet Area,Hyderabad,Semi-Furnished,2
4336,2,7000,1000,1,Super Area,Hyderabad,Semi-Furnished,3
4337,3,16500,1600,2,Super Area,Hyderabad,Semi-Furnished,3
4338,3,13000,1550,1,Carpet Area,Hyderabad,Unfurnished,3
4339,1,6000,600,0,Super Area,Hyderabad,Semi-Furnished,1
4340,1,6000,500,1,Super Area,Hyderabad,Semi-Furnished,1
4341,2,21000,1100,4,Carpet Area,Hyderabad,Semi-Furnished,2
4342,3,10000,1000,2,Carpet Area,Hyderabad,Furnished,2
4343,2,12000,1000,2,Super Area,Hyderabad,Semi-Furnished,2
4344,3,30000,1800,5,Carpet Area,Hyderabad,Unfurnished,3
4345,2,15000,1300,3,Carpet Area,Hyderabad,Semi-Furnished,2
4346,2,10000,1100,0,Super Area,Hyderabad,Unfurnished,2
4347,2,9000,950,2,Super Area,Hyderabad,Unfurnished,2
4348,2,10000,1000,2,Carpet Area,Hyderabad,Semi-Furnished,2
4349,2,8000,1200,1,Super Area,Hyderabad,Unfurnished,2
4350,6,60000,2800,0,Super Area,Hyderabad,Furnished,7
4351,2,8000,550,2,Super Area,Hyderabad,Unfurnished,2
4352,2,8500,1000,2,Carpet Area,Hyderabad,Semi-Furnished,2
4353,2,7500,800,2,Super Area,Hyderabad,Semi-Furnished,2
4354,2,5000,600,0,Super Area,Hyderabad,Unfurnished,1
4355,3,30000,1800,5,Carpet Area,Hyderabad,Unfurnished,3
4356,1,7500,500,1,Super Area,Hyderabad,Semi-Furnished,1
4357,2,12000,1000,2,Super Area,Hyderabad,Unfurnished,2
4358,2,15500,1100,3,Super Area,Hyderabad,Semi-Furnished,2
4359,3,26000,1450,4,Super Area,Hyderabad,Semi-Furnished,2
4360,1,8000,550,2,Super Area,Hyderabad,Semi-Furnished,1
4361,2,12000,933,2,Super Area,Hyderabad,Unfurnished,2
4362,3,15000,1100,1,Carpet Area,Hyderabad,Semi-Furnished,2
4363,2,10000,1030,3,Super Area,Hyderabad,Semi-Furnished,2
4364,3,20000,1150,2,Carpet Area,Hyderabad,Semi-Furnished,3
4365,2,12500,850,0,Carpet Area,Hyderabad,Unfurnished,2
4366,2,18000,1000,2,Super Area,Hyderabad,Unfurnished,2
4367,3,21000,1400,3,Carpet Area,Hyderabad,Semi-Furnished,3
4368,3,95000,2700,23,Carpet Area,Hyderabad,Furnished,3
4369,3,26000,1700,7,Carpet Area,Hyderabad,Semi-Furnished,3
